,Unnamed: 0,id, text, labels, insult, degree, role, guy, abuse,processed
2174,2174,1.5841463627104E+18," because sadly, waiting for someone from their environment (partner, friends, family even) or from their union (especially LGBTI people in the world) to tell/do something about it has not worked. Well, nothing, let them get tired of talking to the wall, let's see if they burst.", NONVIOLENT,,,,,,  because sadly wait for someone from their environment partner friend family even or from their union especially lgbti people in the world to telldo something about it have not work well nothing let they get tired of talk to the wall let see if they burst
2175,2175,1.6039144439009E+18," @amandasantiz @aldodavila_gt in the lgtbi+ norm, in the code of the crazy women of 5th avenue and concordia park. there is and in the little head of this man.", NONVIOLENT,,,,,,    in the lgtbi norm in the code of the crazy woman of th avenue and concordia park there be and in the little head of this man
2176,2176,1.6476097994822E+18,"@victorg91 hate speeches against lgtbi colleagues like what? You don't need to answer, we know it's a hoax.", NONVIOLENT,,,,,,  hate speech against lgtbi colleague like what you do not need to answer we know its a hoax
2177,2177,1.5929681450565E+18," @manuelhuedo the Qatar World Cup is not seen. deaths, absence of human rights, oppression of the lgtbi collective... here there is no room for half measures", VIOLENT,, SERIOUS, EXECUTOR, OTHER,,   the qatar world cup be not see death absence of human right oppression of the lgtbi collective here there be no room for half measure
2178,2178,1.5986829457237E+18," @carrillo_ccf @olguiti1 Let's see if you can talk to the children at school about photo shoots from an LGBT perspective, and they can't see an ass in the middle of the street. To hell with it.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,    let see if you can talk to the child at school about photo shoot from an lgbt perspective and they can not see an ass in the middle of the street to hell with it
2179,2179,1.5908083849197E+18, Weren't these the ones who treated a group of lgtbi+ people badly last weekend? https://twitter.com/cesmontesinos/estatus/1590758030765101060, NONVIOLENT,,,,,,  be not these the one who treat a group of lgtbi people badly last weekend
2180,2180,1.5831667499098E+18, @rafa_hernando and Rafa Hernando says it… lgtbi representative of Genoa 13…. you will be a clown as well as being stupid, VIOLENT,, MODERATE, EXECUTOR, OTHER,,   and rafa hernando say it lgtbi representative of genoa   you will be a clown as well as be stupid
2181,2181,1.6591207638094E+18," have sexist attitudes, of course, like everyone, everyone, because we have all grown up in a sexist society. I don't like ""straight patriarchy"" because in reality I know LGBT people and women as sexist as the most brother-in-law at a bar with a toothpick in his mouth.", NONVIOLENT,,,,,,  have sexist attitude of course like everyone everyone because we have all grow up in a sexist society I do not like straight patriarchy because in reality I know lgbt people and woman as sexist as the most brotherinlaw at a bar with a toothpick in his mouth
2182,2182,1.5984254436986E+18," @liberfach0 how glad I am that they have been eliminated, in the world championships during the years of world war, everyone came out with their hand in Nazi style supporting Hitler and now the LGBTI, always trying to impose their authoritarianism. Well eliminated cmsre, how happy not to see these activists anymore!", NONVIOLENT,,,,,,   how glad I be that they have be eliminate in the world championship during the year of world war everyone come out with their hand in nazi style support hitler and now the lgbti always try to impose their authoritarianism well eliminate cmsre how happy not to see these activist anymore
2183,2183,1.5961322698439E+18," insulting is wrong. insulting for being a woman is wrong and sexist. for being black, Chinese or Jewish, evil and racist. for being lgtbi, evil and homophobic. make you a sketch, flats, let's see if you can take it.", NONVIOLENT,,,,,,  insulting be wrong insult for be a woman be wrong and sexist for be black chinese or jewish evil and racist for be lgtbi evil and homophobic make you a sketch flat let see if you can take it
2184,2184,1.5831144602683E+18,"@tonosvj says lucÃa etxebarría in an article that the lgtbi beach bar. It will be the place where many of those who defend that law will settle when not even the tattoo will vote for them. My mother, everything to continue living off the public, without taking into account the pain that this law may bring.", NONVIOLENT,,,,,,  say lucãa etxebarría in an article that the lgtbi beach bar it will be the place where many of those who defend that law will settle when not even the tattoo will vote for they my mother everything to continue live off the public without take into account the pain that this law may bring
2185,2185,1.5970056624917E+18," @vickydavilah @mandreanieto @lcvelez @juanlozano_r @migueluribet @ficogutierrez . @mariafdacabal @alvarouribevel @cedemocratico @enrique_gomezm @wsj use racism, lgtbi, drug addiction, poverty to escalate and mount power and perpetuate themselves and live tasty like kings?ðŸ†˜ðŸ'‡ðŸ » https://twitter.com/ leonvalenciaa/status/1596766228198346753", VIOLENT,, MODERATE, EXECUTOR, POLICY,,              use racism lgtbi drug addiction poverty to escalate and mount power and perpetuate themselves and live tasty like kingsðÿðÿðÿ    leonvalenciaastatus
2186,2186,1.6143564873374E+18," @cristin62122848 @villapoldavid here we are with lgtbi births and the fashion is to follow that, not have children. We will be like this in a couple of decades.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,    here we be with lgtbi birth and the fashion be to follow that not have child we will be like this in a couple of decade
2187,2187,1.6428675489065E+18," @javiervillamor typical lgtbi garbage, lazy, lazy, victimist and dehumanized without any type of empathy for anyone.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   typical lgtbi garbage lazy lazy victimist and dehumanize without any type of empathy for anyone
2188,2188,1.587235775804E+18,"@soylore_8 I totally agree, everything you say is an ideological dictatorship and I think everyone should be in the streets protesting, I liked this soccer captain who didn't want to wear the LGBT bracelet because it's already a fight against a movement absurd", NONVIOLENT,,,,,,  I totally agree everything you say be an ideological dictatorship and I think everyone should be in the street protest I like this soccer captain who do not want to wear the lgbt bracelet because its already a fight against a movement absurd
2189,2189,1.2349194613392E+18," @laSextaTV Do not disturb, #LaSecta", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   do not disturb
2190,2190,1.6259233542123E+18, ðŸ'Ža new case of indoctrination at school. leave the children alone. https://w.eldebate.com/espanta/cataluna/20230215/colegio-terrassa-cambia-clase-religion-5o-primaria-taller-lgtbi-proyecto-video-mujeres-maquillandose_93969.html, VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,  ðÿža new case of indoctrination at school leave the child alone
2191,2191,1.5940470479209E+18," - Hey, they keep reminding us that LGBT rights are not respected in Qatar. What do we do to not look like shitty homophobes? - Don't worry, the communications director has an infallible plan.", VIOLENT,, MODERATE, PASSIVE, OTHER,,   hey they keep remind we that lgbt right be not respect in qatar what do we do to not look like shitty homophobe   do not worry the communication director have an infallible plan
2192,2192,1.5941254962578E+18,"@max_p_e @robertsyohoho @el_pais stonings, death for blasphemers, apostates, converts, collectives, lgtbi, ethnic and religious minorities, practice of slavery, clitoris cutting, polygamy, burning of girls' schools. make him look", VIOLENT,, SERIOUS, EXECUTOR, OTHER,,    stoning death for blasphemer apostate convert collective lgtbi ethnic and religious minority practice of slavery clitoris cut polygamy burning of girl school make he look
2193,2193,9.9065224829115E+17," rule, penalty and bones for the u #failed", VIOLENT,, MODERATE, EXECUTOR, OTHER,,  rule penalty and bone for the u
2194,2194,1.6395679998825E+18," âœ… anti-lgtbi+ laws (including death penalty). âœ… dismissals for teaching Michelangelo's David. âœ… ""elite"" sport forced into exclusive binarism. Maybe the ""cultural war"" has been unleashed (and is being won) by the usual people. They won the economic war a long time ago", NONVIOLENT,,,,,,  âœ antilgtbi law include death penalty âœ dismissal for teach michelangelos david âœ elite sport force into exclusive binarism maybe the cultural war have be unleash and be be win by the usual people they win the economic war a long time ago
2195,2195,1.6362988589794E+18," @8billy_ @benhanscom1010 @igualdadgob I have no complex with straight people. You are the ones who see that sexual education is about talking about lgtbi and encouraging abuse. The one who has complexes, prejudices and nonsense is you", VIOLENT,, MODERATE, EXECUTOR, OTHER,,     I have no complex with straight people you be the one who see that sexual education be about talk about lgtbi and encourage abuse the one who have complex prejudice and nonsense be you
2196,2196,1.6159252055281E+18," @heysimisonii omg another simmer architect like meðŸ˜. novels, cozy/cottage, animals, series, lgtbiâ ï¸ ðŸ'œ", NONVIOLENT,,,,,,   omg another simmer architect like meðÿ novel cozycottage animal series lgtbiâ ï ðÿœ
2197,2197,1.6487817620576E+18,@mininterior does everything have to be lgtbi or homophobic? review sick shit, VIOLENT,, MODERATE, EXECUTOR, OTHER,,  do everything have to be lgtbi or homophobic review sick shit
2198,2198,1.6397207098437E+18," @josebenegas for families where there end up being guys dancing naked in front of minors, they are organized, I don't know if by LGBTI people, but by groups that claim to defend their rights. The problem is the farts that these front organizations use.", NONVIOLENT,,,,,,   for family where there end up be guy dance naked in front of minor they be organize I do not know if by lgbti people but by group that claim to defend their right the problem be the fart that these front organization use
2199,2199,1.6073599478718E+18," These types of comments make the entire homophobic mob use them as a weapon to discredit the lgtbi movement, you don't learn ðŸ¤·ðŸ »â€ â™‚ï¸ https://twitter.com/mmark23_a/estatus/16073120681971957", NONVIOLENT,,,,,,  these type of comment make the entire homophobic mob use they as a weapon to discredit the lgtbi movement you do not learn ðÿðÿ â âï
2200,2200,1.5969163047156E+18, @opinantedigital I understand your position. you have the face of the lgtbi community ðŸ'„, NONVIOLENT,,,,,,   I understand your position you have the face of the lgtbi community ðÿ
2201,2201,1.5956870476244E+18," @ari_arifu2 the polo is horrible, I thought they were the new censors of something LGBT.", NONVIOLENT,,,,,,   the polo be horrible I think they be the new censor of something lgbt
2202,2202,1.2353390236207E+18, @IreneMontero Now it turns out that the law was not for everyone... The super minister of equality had to arrive to make it so... So many years of Constitution for this..., NONVIOLENT,,,,,,   now it turn out that the law be not for everyone the super minister of equality have to arrive to make it so so many year of constitution for this
2203,2203,1.6130826953739E+18,@florealhavuelto pro-life but advocates beatings of lgtbi people ðŸ˜¶â€ ðŸŒ«ï¸, VIOLENT,, MODERATE, EXECUTOR, OTHER,,  prolife but advocate beating of lgtbi people ðÿâ ðÿœï
2204,2204,1.5939853706512E+18," @jaimesolero @igualdadlgbt what seems like bullshit, about lgtbi rights, about women or about the deaths of workers?", NONVIOLENT,,,,,,    what seem like bullshit about lgtbi right about woman or about the death of worker
2205,2205,1.633581381879E+18," a film to keep in mind, @tomsinfinlandia, @migue_a_lopez and everyone in general:. 'the blue caftan' denounces the situation of the lgtbi community in Morocco https://w.publico.es/culturas/cineasta-maryam-touzani-denuncia-situacion-comunidad-lgtb-marruecos-caftan-azul.html? utm_source=twitter&utm_medium=social&utm_campaign=web via @publico_es", NONVIOLENT,,,,,,  a film to keep in mind    and everyone in general the blue caftan denounce the situation of the lgtbi community in morocco   utm_sourcetwitterutm_mediumsocialutm_campaignweb via
2206,2206,1.5843276211223E+18," @igualdadlgbt what bothers us about the group are the lies, manipulation, politicization, ideological sectarianism, hypocrisy and subsidies to the lgtbi lobby. Your sexual status matters very little to us, believe me, you have been in a free country for more than four decades.", NONVIOLENT,,,,,,   what bother we about the group be the lie manipulation politicization ideological sectarianism hypocrisy and subsidy to the lgtbi lobby your sexual status matter very little to we believe I you have be in a free country for more than four decade
2207,2207,1.6533975034448E+18,@espanoldelmal @wallstwolverine does NASA ðŸ˜‚ðŸ˜‚ also go with the lgtbi study? Any more contributions from those subsidized in the rat race?, NONVIOLENT,,,,,,   do nasa ðÿðÿ also go with the lgtbi study any more contribution from those subsidize in the rat race
2208,2208,1.6426319368908E+18," dominican don't play, trinitarios, netas and latin king. according to lgtbi logic", NONVIOLENT,,,,,,  dominican do not play trinitarios netas and latin king accord to lgtbi logic
2209,2209,1.628824372076E+18," Spain. The Spanish Foundation of Christian Lawyers accuses a Twitter user of a crime of desecration and another of derision after the publication of a video with blasphemous content recorded in the Basilica of Cerro de los Ángeles, in the diocese of Getafe. https://w.aciprensa.com/noticias/denuncian-a-tuitero-lgtbi-que-profano-una-importante-iglesia-en-espana-94428", NONVIOLENT,,,,,,  spain the spanish foundation of christian lawyer accuse a twitter user of a crime of desecration and another of derision after the publication of a video with blasphemous content record in the basilica of cerro de los ángele in the diocese of getafe
2210,2210,1.6004317246257E+18," macarena olona can carry the lgtbi flag if she wants, which for me will continue to be the same fascist as always", VIOLENT,, MODERATE, EXECUTOR, OTHER,,  macarena olona can carry the lgtbi flag if she want which for I will continue to be the same fascist as always
2211,2211,1.5832062424532E+18,"@crowncupcake_ @basportales it was wattpad, they have deleted hers and that of many fickers, all with lgtbi +18 content. It doesn't seem normal to me. The perlite thing was already the worst thing they could do, their account was becoming a memorial. and they have screwed everything up.", NONVIOLENT,,,,,,   it be wattpad they have delete hers and that of many ficker all with lgtbi   content it do not seem normal to I the perlite thing be already the bad thing they could do their account be become a memorial and they have screw everything up
2212,2212,1.2350822923909E+18," @laSextaTV La Secta, a means of misinformation", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   la secta a means of misinformation
2213,2213,1.6002489361612E+18, They accuse the perpetrator of the shooting at an LGBT club in Colorado with 305 counts. https://w.rtve.es/noticias/20221206/acusan-305-cargos-autor-tiroteo-club-lgtbi-colorado/2411067.shtml?utm_medium=social&utm_source=twitter#echobox=1670357659, NONVIOLENT,,,,,,  they accuse the perpetrator of the shooting at an lgbt club in colorado with   count
2214,2214,1.5906716452238E+18," @luisrodriguezrm slowly in arg most of the green handkerchiefs and the lgtbi are a group with a very defined ideological bias, they do not fight for the cause itself, they fight to impose an ideology. and the left knew how to take advantage of that to be able to control them like sheep.", VIOLENT,, MODERATE, EXECUTOR, POLICY,,   slowly in arg most of the green handkerchief and the lgtbi be a group with a very define ideological bias they do not fight for the cause itself they fight to impose an ideology and the left know how to take advantage of that to be able to control they like sheep
2215,2215,1.6193172991478E+18,"@__trukers__ it is true, the fuel from tanks and airplanes leaves too much of a carbon footprint. And when will the army of soft men with LGBTI quota? ðŸ¤”", NONVIOLENT,,,,,,  it be true the fuel from tank and airplane leave too much of a carbon footprint and when will the army of soft man with lgbti quota ðÿ
2216,2216,1.6556139900541E+18, @la_beggs @lasalitadelsin @tovar_samanez pepepero they don't say that lgtbi people are pedophiles. ahh no That's just if the fart is from the left., VIOLENT,, MODERATE, EXECUTOR, OTHER,,     pepepero they do not say that lgtbi people be pedophile ahh no that s just if the fart be from the left
2217,2217,1.6217958905234E+18," @ccamacho88 in an ignorant and decadent society, and adding the agendas like blm and lgtbi, they are achieving exactly what they wanted, more hatred and division in society... ""divide and conquer.""", NONVIOLENT,,,,,,   in an ignorant and decadent society and add the agenda like blm and lgtbi they be achieve exactly what they want more hatred and division in society divide and conquer
2218,2218,1.5936086651095E+18, @noalosrancios @dsegoviaatienza how well the image represents what produces in me the lgtbi apology that infects everything., VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,    how well the image represent what produce in I the lgtbi apology that infect everything
2219,2219,1.6519334312851E+18," @lpazosp damn the day these mentally ill people had a say, all that plague should be in a mental asylum including the lgtbi", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   damn the day these mentally ill people have a say all that plague should be in a mental asylum include the lgtbi
2220,2220,1.650433882532E+18,@marijogd1 @luismi754 @veva_leo @cargadodebalas @ro97618456 @circe_7 @2royma @shane7019 @margari83141487 @abrilprimavera2 @bolboreta_7 @amer930249141 @_brujaaveria @miguel77305065 @silose98985131 @ ana81548224 @ral_mayo @maria24177834 @joanna_s_ @maitefe698582 @isandel @aldola38156446 @ysinoquieroque1 @juania37281458 @maykelowen @pachalou23 @pizpifernandez @mariase73592318 @obicatquenovi @srtanyi @euforiaeuforia1 @parequeaclara @silosenovienes @gonzalo87090219 @in100s0_2 @iturbilla @abigailquest @angela17673286 @elisabethgmezm2 @arlunaris @anamart27 551944 @davidgr65516998 @anitawer2 @mroksanda @vinthego21 @pepita97007534 @dolores92662996 @luna50035769 @paurdi7 Why is this guy jumping? Do you feel identified in any way with the case? Do you have any complex? if it doesn't suit him or it doesn't suit him. It is an opinion of his tidal buddies. The only thing that matters here is that they sell being in solidarity with LGBTI and they are not. #yomerebelo24a, NONVIOLENT,,,,,,                 ana                                    why be this guy jump do you feel identify in any way with the case do you have any complex if it do not suit he or it do not suit he it be an opinion of his tidal buddy the only thing that matter here be that they sell be in solidarity with lgbti and they be not
2221,2221,1.5837979635075E+18,@drewhlive @mattwalshblog @tpusa sick shit... are these lgtbi social communists. damn satanic sixth created by the illuminati, VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,    sick shit be these lgtbi social communist damn satanic sixth create by the illuminati
2222,2222,1.6052782488412E+18, @feli1969 @anthony62843798 @dospi_erre @cayetanaat that comment is discriminatory towards the LGBTI community. You're a badass!, VIOLENT,, MODERATE, EXECUTOR, POLICY,,      that comment be discriminatory towards the lgbti community you re a badass
2223,2223,1.2352731834708E+18, @IreneMontero Free and VERY VULGAR, VIOLENT,, MODERATE, EXECUTOR, OTHER,,   free and very vulgar
2224,2224,1.2353425234487E+18," @IreneMontero @PabloIglesias The slogan is pathetic. Now, if you are a feminist, the litmus test is that you take a pedal and that your friends ignore you and do not accompany you home. If you go drunk and alone they give you an Honors degree for being a feminist. Do you really charge for this? Painful.", VIOLENT,, MODERATE, EXECUTOR, POLICY,,    the slogan be pathetic now if you be a feminist the litmus test be that you take a pedal and that your friend ignore you and do not accompany you home if you go drunk and alone they give you an honors degree for be a feminist do you really charge for this painful
2225,2225,1.5894124524624E+18," Of course not, his â€œopinionâ€ is not unpopular in a country where violence against LGBTI people, and especially against trans people, is so persistent. On the contrary, their â€œopinionsâ€ are fueled by, and feed the, misinformation that promotes transphobic violence.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,  of course not his âœopinionâ be not unpopular in a country where violence against lgbti people and especially against trans people be so persistent on the contrary their âœopinionsâ be fuel by and feed the misinformation that promote transphobic violence
2226,2226,1.6190081362073E+18,"@annacartoonist ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ðŸ' ¾ðŸ' ðŸ ¾ðŸ' ðŸ ¾ is that we were retrograde or sexist, for wanting to deprive Bogota of the ""first woman mayor, of the lgtbi community, daughter of a mother of soacha made by hand and various stupidities""", VIOLENT,, MODERATE, EXECUTOR, POLICY,,  ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ðÿ ¾ðÿ ðÿ ¾ðÿ ðÿ ¾ be that we be retrograde or sexist for want to deprive bogota of the first woman mayor of the lgtbi community daughter of a mother of soacha make by hand and various stupidity
2227,2227,1.6045195399321E+18, You can now download the mariconera podcast program of the month of December @ivoox https://go.ivoox.com/rf/1042110?utm_source=twitter&utm_medium=social&utm_content=audio&utm_campaign=tw_autopublish, NONVIOLENT,,,,,,  you can now download the mariconera podcast program of the month of december  
2228,2228,1.5935559855656E+18," @gildorodera read and contextualize, it says that homosexuals who try to bring down other homosexuals are bitter, I'm sorry to tell you that precisely those homosexuals who try to bring down others are precisely the LGBTI because they don't think like them and very bitter they can't be seen .", NONVIOLENT,,,,,,   read and contextualize it say that homosexual who try to bring down other homosexual be bitter I m sorry to tell you that precisely those homosexual who try to bring down other be precisely the lgbti because they do not think like they and very bitter they can not be see
2229,2229,1.6449174052928E+18,"@keito_sanchez plagues hdp, efrain cheerful his candidate, vote for efraudin so that degeneration is free ðŸ˜¬ðŸ¤”lgtbi plague", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,  plague hdp efrain cheerful his candidate vote for efraudin so that degeneration be free ðÿðÿlgtbi plague
2230,2230,1.6013317806738E+18, @mikeliturriaga @lucloren you will always have comments from morons. But how do you know that your guest is LGBTI? Are you saying that or something like that? I haven't watched the channel in a while, NONVIOLENT,,,,,,    you will always have comment from moron but how do you know that your guest be lgbti be you say that or something like that I have not watch the channel in a while
2231,2231,1.6012366252371E+18," @coguensis well the right brought security, tripled foreign direct investment, made it viable to invest in this country. Bogota has a huge budget, but they waste it on the empathy secretary, sterilizing pigeons, and LGBTI campaigns. that thought filled with symbolism and not facts.", NONVIOLENT,,,,,,   well the right bring security triple foreign direct investment make it viable to invest in this country bogota have a huge budget but they waste it on the empathy secretary sterilize pigeon and lgbti campaign that think fill with symbolism and not fact
2232,2232,1.6008814891762E+18, @paria385 and you charging from the lgtbi bastard, VIOLENT,, MODERATE, EXECUTOR, OTHER,,   and you charge from the lgtbi bastard
2233,2233,1.5955945457476E+18, @_pedro_h_73 the shits of the Spanish team. afraid of wearing an lgtbi bracelet., NONVIOLENT,,,,,,   the shit of the spanish team afraid of wear an lgtbi bracelet
2234,2234,1.5963055572369E+18, @ariadcris @ionebelarra single-parent or single-parent lgtbi family. pure newspaper you need to put, NONVIOLENT,,,,,,    singleparent or singleparent lgtbi family pure newspaper you need to put
2235,2235,1.6254000486904E+18,"The extreme left has no right to teach us about the rights of the LGBTI community, as long as it does not condemn the crimes of #communism against this group. The video exposes the repression against homosexuals in Cuba. #lgbtq #14defebrero https://youtu.be/t_hmcxxupn8", NONVIOLENT,,,,,,the extreme left have no right to teach we about the right of the lgbti community as long as it do not condemn the crime of   against this group the video expose the repression against homosexual in cuba   
2236,2236,1.6458933630095E+18," Of course, because all those people do not exist in real life, and they are an invention of progress and the LGBTI lobby. because everyone knows that none of those people existed before the end of the two-party system. https://twitter.com/facha_hours/status/1645873306577383427", NONVIOLENT,,,,,,  of course because all those people do not exist in real life and they be an invention of progress and the lgbti lobby because everyone know that none of those people exist before the end of the twoparty system
2237,2237,1.5951170683657E+18," @igualdadlgbt well, that's good! As it is only the lgtbi collective, the one mistreated by this culture, alas! Let's focus the ""protest"" on this group, women, immigrants, etc. are overshadowed by the pink lobby, which is not that they are not right, but. Not only are they mistreated and marginalized.", NONVIOLENT,,,,,,   well that s good as it be only the lgtbi collective the one mistreat by this culture alas let focus the protest on this group woman immigrant etc be overshadow by the pink lobby which be not that they be not right but not only be they mistreat and marginalize
2238,2238,1.5986768162392E+18,"Not the guy who annoys me for the fiftieth time every time I make an LGBT take, giving me unfollow again for not giving him the back. Damn, we were mutual at the time, and if I unfollowed you it must have been for a reason, because I don't unfollow lightly. pls stop, I'm not going to give you back", NONVIOLENT,,,,,,not the guy who annoy I for the fiftieth time every time I make an lgbt take give I unfollow again for not give he the back damn we be mutual at the time and if I unfollowe you it must have be for a reason because I do not unfollow lightly pls stop I m not go to give you back
2239,2239,1.6277796369889E+18," deplorable, people in Galicia do not know what Che Guevara was for the lgtbi+ community in Latin America... pain and blood. It is not part of our historical memory... here they recreate it. And yes, I have seen the roundabout. I went crazy. https://twitter.com/zezinho/status/1627746961569861632", NONVIOLENT,,,,,,  deplorable people in galicia do not know what che guevara be for the lgtbi community in latin america pain and blood it be not part of our historical memory here they recreate it and yes I have see the roundabout I go crazy
2240,2240,1.6160698422048E+18," Daryl: lawfull evil. known as a tyrant in his land. also daryl:. He hates lynches, but appreciates the undead, necromancy, he accepts races other than humans, his elite captain is a female knight, LGBT friendly, bi. a villain, ladies. #smv", NONVIOLENT,,,,,,  daryl lawfull evil know as a tyrant in his land also daryl he hate lynche but appreciate the undead necromancy he accept race other than human his elite captain be a female knight lgbt friendly bi a villain lady
2241,2241,1.6406379829054E+18,"@mercurania @pobremillenial but let it be known that you are wrong about what the pp has stolen. It is not written (pun intended). But I already say that I don't care. The psoe, at least in social issues, made slight progress in issues of feminism, lgtbi, etc. but in the rest they are completely equal.", NONVIOLENT,,,,,,   but let it be know that you be wrong about what the pp have steal it be not write pun intend but I already say that I do not care the psoe at least in social issue make slight progress in issue of feminism lgtbi etc but in the rest they be completely equal
2242,2242,1.5838227218797E+18, the one about asking 'transó law and lgtbi rights' together and not asking directly about the 'transó law' very good girl because you know the one about manipulating https://twitter.com/igualdadlgbt/estatus/1583792665828544514, VIOLENT,, MODERATE, EXECUTOR, OTHER,,  the one about ask transó law and lgtbi right together and not ask directly about the transó law very good girl because you know the one about manipulate
2243,2243,1.6424047164444E+18," @agenda2030_ let's see, complicated topic. I am not in favor of mafias, nor of the whims of menopausal women with traumas, nor of selfish poshs who do not want to go through the process of pregnancy and childbirth so as not to deform their bodies, nor of lgtbi whims. In these cases adoption would be your thing", NONVIOLENT,,,,,,   let see complicated topic I be not in favor of mafia nor of the whim of menopausal woman with trauma nor of selfish posh who do not want to go through the process of pregnancy and childbirth so as not to deform their body nor of lgtbi whim in these case adoption would be your thing
2244,2244,1.6579621872797E+18,"hahaha clown the most beautiful woman in Spain is a man, the Moors squat your house, they steal your women and apart from that your politicians steal from you under your nose to hold feminist and lgtbi marches ðŸ˜‚ https://twitter.com /ihategarycolema/status/1657699859665768448", VIOLENT,, MODERATE, EXECUTOR, OTHER,,hahaha clown the most beautiful woman in spain be a man the moor squat your house they steal your woman and apart from that your politician steal from you under your nose to hold feminist and lgtbi marche ðÿ   ihategarycolemastatus
2245,2245,1.6045902597104E+18," @destrezalvarez it's going well. Dude, I don't know if it will help you but there is a company called lootis that my company works with that is lgtbi+ and tries to find companies and professionals oriented to the group in case you go to their website to look for a new psychologist who isn't a piece of shit", NONVIOLENT,,,,,,   its go well dude I do not know if it will help you but there be a company call lootis that my company work with that be lgtbi and try to find company and professional orient to the group in case you go to their website to look for a new psychologist who be not a piece of shit
2246,2246,1.2350446912985E+18, @laSextaTV You are Progreshit Garbage!!! THE SECT !!!, VIOLENT,, MODERATE, EXECUTOR, OTHER,,   you be progreshit garbage the sect
2247,2247,1.6366523969097E+18," The Virgin Mary was hermaphrodite and self-fertilized. therefore, the church is based on an lgtbi character https://twitter.com/yomgqashiyo/status/16348536803575809", NONVIOLENT,,,,,,  the virgin mary be hermaphrodite and selffertilize therefore the church be base on an lgtbi character
2248,2248,1.6453936475825E+18,"@carlospana3 @frannunese with a single thought? Are you blind or stupid? I defend that all thoughts exist, I advocate that minorities be respected for their difference. to the Muslim, to the LGBTI group, to the black, etc. You defend that someone has their opinion, thinks and lives as they want and so do I. we agree.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   with a single thought be you blind or stupid I defend that all thought exist I advocate that minority be respect for their difference to the muslim to the lgbti group to the black etc you defend that someone have their opinion think and live as they want and so do I we agree
2249,2249,1.6084248298748E+18," @vicpiedra @luisfercamachov @creemosbolivia @vickyvillarruel @laurarojasbo @vox_es @vox_congreso exactly, you said thank you for allowing me to advertise.evo Morales, one of the only presidents who does not allow murderous American or EU interference. It surprises you how the EU is not pronounced, but it's a piece of sub, the EU is vaccines, euthanasia, abortion, LGBTI, mentally retarded", NONVIOLENT,,,,,,         exactly you say thank you for allow I to advertiseevo morale one of the only president who do not allow murderous american or eu interference it surprise you how the eu be not pronounce but its a piece of sub the eu be vaccine euthanasia abortion lgbti mentally retard
2250,2250,1.6447568491141E+18,The last two jihadists arrested by the national police have in common an obsession with homosexuals and LGBTI groups. https://w.msn.com/es-es/noticias/internacional/los-gays-la-%c3%baltima-obsesi%c3%b3n-de-los-yihadistas-en-espa%c3%b1a-ojal %c3%a1-worms-come-out-in-the-gut/ar-aa19bupk?ocid=winp1taskbar&cvid=d45a5d2125ec4bca976e8225f9a5613e&ei=68, NONVIOLENT,,,,,,the last two jihadist arrest by the national police have in common an obsession with homosexual and lgbti group   cawormscomeoutinthegutaraabupkocidwinptaskbarcviddadecbcaefaeei
2251,2251,1.6337627855438E+18, This guy throws up a LGBTI community party. https://twitter.com/camilo_alfa/estatus/1633249808856039425, NONVIOLENT,,,,,,  this guy throw up a lgbti community party
2252,2252,1.2350877360607E+18," @laSextaTV And it's not true?? Those of the ""sect"" are offended.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   and its not true those of the sect be offend
2253,2253,1.647541524845E+18," @masmadrid__ are only lgtbi people unemployed, suffering attacks or committing suicide? are you stupid or what's wrong", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   be only lgtbi people unemployed suffering attack or commit suicide be you stupid or what s wrong
2254,2254,1.6204549637712E+18," Mohamed Ali was murdered and dismembered because he was ""homosexual"", we learned nothing from Samuel's murder and this government does nothing for and for the LGBTI community. Not one more death and let everyone sleep with whoever they want, enough is enough.", NONVIOLENT,,,,,,  mohamed ali be murder and dismember because he be homosexual we learn nothing from samuel murder and this government do nothing for and for the lgbti community not one more death and let everyone sleep with whoever they want enough be enough
