text,label
"যারা হিজাবে বিপক্ষে তারা হিন্দু নয়, কারণ তারা বেদ মানেনা বেদে ও হিজাবের কথা আছে,ঘরে বেদ থাকলে রেফারেন্স টা মিলিয়ে নিবেন ..অধঃ পশ্যস্ব মোপরি সন্তরাং পাদকৌ হর। মা তে কশপ্লকৌ দৃষান্তস্ত্রী হি ব্রহ্মা বভুবিথ। ..অনুবাদঃ হে পুরুষ ও নারী তোমাদের দৃষ্টি সবসময় হোক ভদ্র ও অবনত। তোমাদের চলন হোক সংযত, দেহ হোক পোশাকে আবৃত, নগ্নতা হোক পরিত্যাজ্য।..ঋগবেদ ৮.৩.১৯",1
"পুলিশ এতো দিনেরও চাঁদাবাজির কথা জানেনা ? এতো বড় মিথ্যা বললে এদের নামাজ রোজা হবে? যতদিন চাঁদার ভাগ পাবে, পুলিশ কিছু জানবে না ।",1
বাহ্ বাহ্ বাহ্কি সুন্দর রায় নাস্তিক ব্লগারদের পক্ষে।,1
এটা গুজব তোদের জন্মের ঠিক আছে?,1
"দালাল সাংবাদিক মাদারচুদ,, কুত্তার বাচ্ছা",1
"আমি কিছুতেই বুঝি না , কোনো একজন পুজো মন্ডপে কোরান রেখে গেছে বলেই কোরান অবমাননা হয়ে গেল ? ইসলাম ধর্ম কি এতই ঠুনকো ?",0
"বাহ কি সুন্দর মতামত, দেয়ালে বাধিয়ে রাখার মত বানী শুনলাম",0
"একন বলবে এরা তাদের দলের না, এটা বিএনপি, জামাত,। আগে বিশ্ববিদ্যালয়ে যেতো ভালো শিক্ষা অর্জন করে দেশের উন্নতি করা আর এখন হচ্ছে চাঁদা বাজি করা।",1
আল্লাহর যা করার তা আল্লাহ যথাসময়ে ঠিকই করবেন । কিন্তু নির্যাতিতা বোনদের জন্য আমাদেরও কিছু করার দায় দায়িত্ব আছে !,0
"চুতিয়ার পোলারা শালাগো প্রশাসন পিটায়,না কেন।যুক্তিক আন্দোলন মারায়ছে।",2
উচিত কর্ম হবে। নিউমার্কেট বন্ধ ঘোষনা করা হোক,2
মাসজিদের দরজা খুলে দিল কে ।।তার পিছনের শক্তি কে । উগ্রবাদী মুনাফিক হামলা চালিয়ে ভাঙচুর করে ছে যারা তাদের ও আইনের আওতায় আনার জন্য জোড় দাবি জানাচছ,0
এটা কোনো কথা হোলো সবাই দেখেছে কি হোয়েছে আর তোমরা বলছো গুজব আমার মনে হয় কোরআনের সব চেয়ে বড় শত্রু তোমরা,0
"কারা যেনো বলছিলো ঢাকা কলেজ এর ছাত্ররা নির্দোষ ,,,,,,,,, ভাই আপনাদের মুখটা একটু দেখতে চাই",1
হেফাজত এর তান্ডব নাকি কুত্তা এর তান্ডব,1
আওয়ামীলীগের বিরুদ্ধে কথা বললেই জগ্ৰি তাই তো দেশের প্রচলিত আইন। এগুলো আমাদের দেশের সরকার হইছে কাফেরদের দালাল।তাই আওমিলিগ বিএনপি কে দেশ ছাড়া করতে হবে।তা হলেই ইনশাআল্লাহ দেশের জনগন সঠিক বিচার পাবে।,2
"আপনার প্রথম লাইনেই আমার দ্বিমত। হিন্দু, খ্রীস্টান এককথায় বিধর্মীরা যে মানুষ এটা কিভাবে বলেন। কুরানে তো স্পষ্ট উল্লেখ আছে কাফের মুশরিকরা জন্তু জানোয়ারের চেয়ে নিকৃষ্ট। তাহলে কি আল্লার কালাম ভুল? আচ্ছা আপনি হয়তো বলবেন সব অমুসলিমদের বলা হয়নি। তাহলে বলব, কাফের শব্দ বলতে আল্লা কুরানে কি বুঝাইছেন সেটা আবার পড়ে নেবেন। দয়া করে না জেনে মিষ্টি কথা বলবেন না। তাতে আপনারই ক্ষতি। দোজখের আগুন আপনারই ভোগ করতে হবে।",1
"সাংবিধানিক ভাবে ভারত একটি ধর্ম নিরপেক্ষ রাষ্ট্র। অতএব ধর্ম ব্যবসায়ী, ধর্ম প্রচারক, কিংবা মৌলবাদী যাই বলি না কেন, তাদের পক্ষে রাষ্ট্রের অবস্থান হ&#39;তে পারে না।",0
"ধন্যবাদ সকল ছাত্র ভাইদের,, একতাই বল",0
শিক্ষা প্রতিষ্ঠানের নিজস্ব পোশাক আছেস্ সেটা পরে যেতে হবে ।,0
হিজাব পরে বোম ফাটানো হয় শাখা শিদুর পরে বোম ফাটানো হয় না তাই হিজাব নামক জংগি পষাক বন্ধ করা হোক সব দেশে,2
কুত্তা লিগ বনাম লাইসেন্স করা সন্তাসী পুলিশ লিগ এর যুদ্ধ সবাইকে দেখার অনুরোধ,1
ভারতে আরো অনেক গজব আসবে ভাইরাস সংক্রমণের তীব্র আকার ধারণ করবে,2
"তোমরা শিক্ষার্থীরা যদি এতই ভালো হয়ে থাকো তাহলে তোমরা নিজেদের হাতে মানুষকে খুন করতাছো কেন,মানুষকে কিভাবে কোপাতে হয় এগুলো শিখতাছো কলেজে,তোমাদের মা বাবা তোমাদেরকে নিয়ে অনেক বড় স্বপ্ন দেখে থাকে,আর তোমরা অনেক বড় গরু জবাই করা ছুরি দেখাচ্ছো,গুন্ডামো চোদাও বেয়াদব",1
হেফাজতের উপর পুলিশ যেভাবে হামলা করে ছত্রভঙ্গ করেছিল এখন সেটা করলেই হয় ।,2
"এটা গুজব নয় সত্য ঘটনা, আর আপনারা সাংবাদিক রা সাংবাদিকতা ভালো করে শিখেন। এটা ইসলামের অবমাননা করা হচ্ছে",1
কত টাকা খাইছিস দালাল সাংবাদিক,1
ভারত সব সময় আমাদের মুসলমানদের দুশমন ভারত কে আর ছাড় দেওয়া হবেনা গর্জে উঠো মুসলিম রুখে দাও ভারত নামক এই জালিম দেশের কাফের গুলাকে,2
হে আল্লাহ যে দেশে আমার মুসলমান ভাই ও বোনেরা নির্যাতিত হচ্ছে তুমি তাদের হেফাজত করো। আমিন♥️♥️♥️♥️♥️,0
আসালামু ওয়া লাইকুম 🇧🇩 এই হাসিনার দালাল মিডিআর বিএনপি নেথা করমি জে গাডী বাংছে বিডীও টি দেকান জনগন একন ধালাল মিডিআর দের নিওজ শুনতে ছায় নায় কুনি সরকার বিনা বুটের সরকারের গুলামি চেরে দেন নাহলে জনগন একন জুদ্দৌগুশনা করীবেন ইসাআলল্লাহ,2
"শুধু নিউমার্কেট না ঢাকার সব ব্যবসায়ীদের ব্যবহার খুবই খারাপ,তাই ধন্যবাদ ছাত্রদেরকে।",0
সকল আওয়ামী নেতারা কাফের।,1
পুলিশ পাথর মেরে গাড়ি ভেগেছে,1
যা ধ্বংস হওয়ার তা তো হয়েই গেল! আর কি হবে!😥😥,0
এদের কে আগুনে পুড়িয়ে পুড়িয়ে ঝলসিয়ে বিচার কার্য কর করা হোক।,2
"যমুনা নিউজ কে ধন্যবাদ জানাই,,সঠিক খবর প্রচার করার জন্য...সরকারতো এসব দুর্নিত নিউজ দেখাতে চাইনা...আমরা দেখতে চাই,,কোথায় কি কি ধুর্নিতি হচ্ছে,,সব নিউজ...",0
প্রিয়াঙ্কা গান্ধীকে ধন্যবাদ।,0
কোরআন শরীফের যারা অবমাননা করেছে তাদের শাস্তির আগে ব্যবস্থা করুন।,0
মিথ্যা বানানো কথা বলছেন আপনারা,1
আমরা ভারতের মুসলমানদের পক্ষেই আছি । ধন্যবাদ মুসকান আপু ।,0
"আরে ভাই অনুপ্রোবেশ কেনো বলেন ,এরা ছাত্র এদের বয়স ২৫ বছর এর কম , আর এরা ক্ষমতায় আছে ১২ বছর হতে।",0
"পুলিশের অনেক কাজ থাকতে বাজনতিক কারনে কতিপয় নিরীহ লোককে তাদের মোটর সাইকেল এবং কিছু বইসহ আটক করা একটি নিকৃষট কাজ। মনে রাখতে হবে পুলিশ রাষেটর করমচারী, দলের নয়।",0
"ঢাকা কলেজের ছাত্রদের সাথে ঢাকার সকল শিক্ষার্থীদের যোগ দেয়াটা নৈতিক দায়িত্ব ও কর্তব্য,,,,ছাত্র আন্দোলনের কয় হবেই হবে,,",0
স্কুলে না পড়লে কি হবে।স্কুলে যাওয়া বন্ধ করা হোক।তাহলেই ঠিক হবে,2
"বাংলাদেশের তথাকথিত সেইসব খানকির পোলারা এখন কোথায়? মুসলমানরা একটা পাদ দিলে পর্যন্ত তারা রাস্তায় নেমে সাম্প্রদায়িকতা বিনষ্টের ধোঁয়া তুলে। এখন , ভারতে সংখ্যালঘু মুসলমানদের হিযাব নিয়ে সংখ্যা গুরু হিন্দুরা যে সাম্প্রদায়িক উস্কানী দিচ্ছে। তাদের বিরুেদ্ধেতো তোরা রাস্তায় নামিস না। শালারা তোরা যে ইন্ডিয়ার দালালী করিস তোদের কে এবার আমরা বাঙা্লীরা চিনে ফললাম।",1
সহমত পোষণ করছি বিচার চাই,0
"কি সুন্দর একটি নাম হযরত মোহাম্মদ সাঃ লাইক হবে,,,❤❤❤ ।।।",0
সব মিথ্যা আমি বিশ্বাস করি না এরা কখনো ছাত্রলীগ ছিল না😀😀😀😀😀😀😀😀😀,0
যে লোক অন্য ধর্মের উপর আঘাত করে সে কোন ধর্মকে মানে না । রিপটার ভাই সিসি ক্যামরাই ভিডিও টাইম তারিখ থাকে আপনার ভিডিও,0
ছাত্র বলতে এখন ছাত্র নেই তারা এখন সন্ত্রাস দোকানদারদের থেকে চাঁদা নেওয়ার জন্য এই হামলা করেছে সন্ত্রাস ছাত্ররা,1
"বিএনপি জামায়াত সহ যেসকল বিরোধী দল আওয়ামীলীগের পাতানো নির্বাচনে অংশগ্রহণ করেনি তাদেরকে জানাই অসংখ্য অগণিত ধন্যবাদ,,,,,,,,,,,,।",0
যারা আজকে মত প্রকাশের অধিকারের কথা বলছে তবে যদি মত প্রকাশের স্বাধীনতার সবার থাকে তবে আলেমদের কেন মন খুলে কথা বলতে দেওয়া হয় না । আর আজকে যদি দেশের উচ্চ পদের কোনো ব্যক্তির ব্যাপারে কথা বলা হয় তবে তো তারা ঠিকি তার সাজা দেয় । তখন কোথায় থাকে মত প্রকাশের স্বাধীনতা । যখন কেউ ইসলাম নিয়ে কথা বলে তখনি যত মত প্রকাশের স্বাধীনতা । হায়রে বিধান । সময় একদিন আমাদেরও আসবে । তখন দেখা যাবে । .............?,2
পবিত্র কুরআন বলতে পারে নাকুরআন অবমাননার কথা ও বলে নাএ সাংবাদিক আসলে মুসলিম নয়,0
"নিউ মার্কেটের দোকান মালিকরা কাস্টমারের সাথে খুব বাজে ব্যবহার করে, এবং দাম খুব বেশি রাখা হয়, এই বেয়াদব দোকান মালিকদের কে নজরদারির আওতায় আনা উচিত.",0
আল্লাহ আপনি এইসব জালিমদের ধ্বংস করুন,2
মিথ্যা বাদী ছাত্রলীগ,1
আল্লাহ এই নোংরা রাজনীতি থাকার থেকে না থাকা অনেক ভালো😢😢😢😢,0
খুব ভাল লাগলো।,0
"আমার তো খুব ভয় লাগছে,, কখন যে কি হয়ে যায়,চারপাশে এত বিশৃঙ্খলা,,এইসব পরিস্থিতি সরকারের বিদায় ঘন্টাকে ইঙিত করছে না তো??? আর যাই হোক আমরা সাধারণ জনগন নিরাপদে থাকতে চাই,,যে যার সাথেই লাগুক না কেন,,এটার প্রভাব যেন আমাদের উপরে না পৌছে।।",0
আসসালামু আলাইকুম আপনাদের সবার দোয়া ও ভালোবাসায় আমি অল্প সময়ের মধ্যে অনেকটাই এগিয়ে গিয়েছি আশা করি সামনের দিনগুলোতে এভাবেই সাপোর্ট করবেন ।,0
আমি সরকারের কাছে কোনো বিচার চাইনা চাই আল্লাহর কাছে কারণ তিনিই উত্তম বিচারক,0
"কতো মা বোন ধর্ষণ করছে, সেটা বলছে না কেন খবরে??",0
এরকম পডা লেখা গোয়া মারা দেওয়ার সময় নাই,0
উকিলরাতো সরকারের চাকর খুশি তো হবে,1
"ভাই ঠিক বলেছেন,, ছাত্রদের পক্ষে পুলিশ না যাওয়া কারন আছে,,কারন শিক্ষাথীদের থেকে তো চাদা পায় না,,হকার,মার্কেট থেকে চাদা পাই,,তাই ছাত্রদের বিপক্ষে গিয়েছে",1
সাবাস হাসিনাখুব সুন্দর খেলা শুরু করেছো দেশে,1
"ইয়া আল্লাহ আদ,সামুদ,ফেরাউন এর মত আওয়ামীলীগ জাতিটাকে ধ্বংস করে দও।",2
"দেশে যখন ক্ষমতা এবং বিচারের ভারসাম্য থাকে না,ঠিক এইভাবে,,ধীরে ধীরে গৃহযুদ্ধ দিকে এগিয়ে যাই।",0
"এই খবর দেখার পর আওয়ামীলীগের এক বড় ভাই বলছে, ওই মেয়েকে আজ রেপ করতে হবে!!",2
"নিউমার্কেট পুড়ে জ্বালিয়ে দেও,,,,",2
যে দেশে বিচার হয় না সেই দেশে বিচার চেয়ে আর লাভ কি 😡,0
বাংলাদেশের নিউজ দেখলেই আমি খুশি হয়ে যাই,0
পুলিশ কি জীবনেও শুদ্ধ হবে না টাকা পেলেই যা খুশি তাই করবে,1
চামচা,1
সন্তানকে সঠিক শিক্ষা না দিয়ে পরে কান্নাকাটি করে কোন লাভ নেই,0
সব মন্ত্রী রা পাগল। কুত্তা মারকা পাগল। সালারা সব নিয়া হাসিনা মেডামের কান্দে তুলে দিচ্ছে,1
"কলেজ এর সম্মানিত আধুনিক শিক্ষায় শিক্ষিত, বাংলাদেশের ভবিষ্যৎ, আমার দেশের অহংকার, অত্যন্ত মেধাবী এবং পরিশ্রমী, কোমল মতি, অসাধারন বুদ্ধি সম্পন্ন,আধুনিক সমাজ ব্যাবস্থার অন্যতম চাবিকাঠি,চ্যাল চ্যালিয়ে বেহেশত যাওয়া, ছাত্রদের কাজ। সেই মাকে জানাই সালাম যে এমন আযাযিল জন্ম দিছে। আর সেই বাবাকে বলব গরিব মানুষ, রাজনীতি বুঝবেন না, কাকে দোষ দিবেন? অতএব যা হইছে মেনে নেন, আজ আমি মরলেও আমার বাবাকে আপনি সহ সবাই একই কথা বলবে।অতএব মেনে না নিয়ে যাবেন কই।",0
মাল্লো রা বেশ্যার জাত! তাদের সন্তান রা পর্দা পছন্দ করবে কেনো? অদের মায়ের মতো না হলে সয্য ই বা করবে কেনো। জয় চাড়ো ড়াম,1
লুচ্চাদের দেশ । লুইচ্চারা মেয়েদের দেখার জন্য পাগল প্রায় । হিজার পরলেতো দেখা যায় না ।,1
সবাই তো পুলিকে গালি দিয়েছেন পুলিশ তো সুন্দর করে বলেছে না শুনলে কার কি,0
ভোটকেন্দ্রে ভেতরও আশেপাশে কোন দলীয় লোকজনের প্রবেশ ও অবস্থান নিষিদ্ধ করা হোক তাহলে দাঙ্গা-হাঙ্গামা বন্ধ হবে,0
এ বোকা চোদা গুজব মানে,1
জিহাদ ই পারে একমাএ মুসলিম বিশ্বের শান্তি যা খিলাফাহ এর মধ্যেমে পারবেযতদিন গণতন্ত্র নামক কুফরি ব্যবস্থা থাকবেততদিন পর্যন্ত মুসলিম রা নির্যাতিত হবে।,2
ভাই ভাংগার কথা খালি কও।গুলি করে মানুষ মারলো সেটা কও না?,0
"কোনো খুন হয়নি মিথ্যে কথা,, আওয়ামীলিগ মরলে এই ডায়লগ দিন সকলে",1
ভাই ঢাকা কলেজের পোলাপান সব সময় ব্যবসায়ীদের উপরে জুলুম করে,1
"বি এন পি জামাতের লোকেরা ঝড়িত ৭১ টিভির দালালরা কই,",1
"বিজ্ঞানমনষ্ক লেখক মানে কি শুধুই ইসলাম বিরোধী! আরে ভাই,আমিও বিজ্ঞানের ছাত্র।আপনাদের তথাকথিত সে বিজ্ঞান মনষ্ক ব্যক্তিবর্গকে সামনে এসে কথা বলতে বলেন। আমার প্রশ্ন একটাই।নাস্তিকতা আর ইসলাম বিরোধী কি আদৌ এক??? প্রশ্ন রইলো জনগণের কাছে,তথাকথিত সুশীল সমাজের কাছে🥱 ইসলাম শত্রুকে ছাড় দেয়,বিশ্বাসঘাতককে নয়",0
আমাদের দেশে আইন বলতে কিছু নাই না হোলে মহিলাদের সাথে এসব বেবহার করতো না ভাই আপনি এই লোক কে নিয়ে আরেক টি ভিডিও করবেন,0
ধন্যবাদ ঢাকা কলেজের শিক্ষার্থীদের ❤️❤️,0
ভারতে দালাল মিডিয়া ইসলামের শত্রু,1
"মার্কেটের চামচা গুলো এবার কই পালাবি, মার্কেট করতে গিয়ে আমি অপমানিত হয়েছিলাম, এদের ব্যবহার খুবই নিকৃষ্ট",1
মনে হয় ফরতে জায়নাই আরে তোর বাবা অথবা ভাই বেবস‍‍্যা করে তাই ভাত খাও মনে রাখবা,0
সাংবাদিক ভাই উত্তেজিতা😁😁😁,0
ঢাকা কলেজের ছাত্রদের ধন্যবাদ নিউমার্কেটের অসাধু ব্যবসায়ীদেরকে এন্টিবায়োটিক দেয়ার জন্য,1
অসভ্য ও বর্বদের দেশ ভারত সারা দুনিয়ার জন্য হুমকি,1
যে মারা গেছে তার পরিবারকে ক্ষতি পূরণ দেওয়ার ব্যবস্থা করা হোক। দরকার পড়লে মালিক সমিতি এবং ঢাকা কলেজের ফান্ড থেকে ব্যবস্থা করা হোক।,0
মরার পরে ওবায়দুল কাদেরের কথা চলবেনা সেখ হাসিনার কথা চলবেনা কিয়ামতের বর বিচর দিবসে শুধু চলবে আল্লাহর কথা এদের বিচার আল্লাহ করবে,0
"আমরা আগে একটু কষ্ট করে পাকিস্তান কে যুদ্ধে হারাইছি ইনশাআল্লাহ এখন যেকোন দেশের সাথে যুদ্ধ হলে বিনা প্রতিদ্বন্দ্বিতায় খুব সহজে হারাইতে পারবো মাননীয় প্রধানমন্ত্রী, জননেত্রী, দেশরত্ন, গণতন্ত্রের মা,বঙ্গবন্ধুর সুযোগ্য কন্যা,শেখ কামালের বোন,শেখ রাসেলে বোন,শেখ ফজিলাতুন্নেছার মেয়ে, সজীব ওয়াজেদের আম্মা,সায়মা পুতুলের আম্মা, হযরত শেখ হাসিনার নেতৃত্বে বাংলাদেশ এখন বিশ্বের রোল মডেল ❤️❤️❤️",0
নাগরিক অধিকার পালনে বাধা দেয়া রাষ্ট্র ও জাতি কিভাবে গণতান্ত্রিক হতে পারে?,0
এর চেয়ে ভালো কিছু আশা করাটা ভুল।,0
শিক্ষা প্রতিষ্ঠান গুলোকে শেষ করছে এ রাজনীতি,0
"এটা কে ভোট বলে, মানুষ কি ভোট দিতে পারছে?শব হলো নাটক এগুলি মানুষ বুজে,তবে কিছু কুত্তার বাচ্চারা বুজে না, জে আমার শবয়া মানুষ আর আমাদের রক্ত চুষার জন্য এ বাভে আমাদের কে ২ বাগ করেছে",1
হুদাই মিথ্যা বানানো কথা।।। শিক্ষার্থীরাই তো যতো ঝামেলা শুরু করেছে।।,1
ইসলামের বিরুদ্ধে বললে সেটা মতপ্রকাশ। সরকারের বিরুদ্ধে বললে স্বাধীনতা বিরোধী,0
কেন হামলা করবে না....? এটির জবাব জানতে চাই,1
তুমি কি বুঝবা কুরআনের মর্যাদা তুমিত নিজেই মূর্তি তৈরি কর বাপের। কয়দিন পর ত বাপকেই পুজা করবা।,1
একদম ঠিক কথা বলেছেন অন্যান্য চ্যানেলগুলোর আওয়ামী লীগের দালাল,1
ভারতের উগ্রবাদী হিন্দুরা অতিরিক্ত করতেছে।হিজাব পরা মুসলমান মেয়েদের অধিকার।,0
আপনার বলছেন বিনা ভোটে নির্বাচিত কিন্তু না পেটি দিয়ে নির্বাচিত হইছে তাই এর চেয়ে ভালো কিছু আশা করা যায় না,0
এই দেশ আপনার আমার সবার এই দেশ কারও বাপের না যারা আন্দোলন করছে এইটা তাদের অধিকার কিন্তু ওরা ঠিকমতো অধিকার আদায় করতে পারছে আন্দোলন করেন কিন্তু দেশের সম্পদ নষ্ট করবেন না,0
ধন্যবাদ সিসি ক্যামেরা আপরাধের পিছনে পিছনে গিয়ে ভিডিও করার জন্য।,0
এদের সবাই কে কঠিন শিক্ষা দেওয়া হোক,2
অন্যায়কে সমর্থন দিয়ে ভালো করেনি।,0
ভাই,0
"যারা ধর্ম নিয়ে বাড়াবাড়ি করছে। মুসলিম মেয়েদের হিজাব নিয়ে টানাহেঁচড়া করছে, ইনশাআল্লাহ খুব দ্রুতই আল্লাহ এদের এর প্রতিফল দেখাবে। এরা ইসলামকে ধ্বংস করতে চাচ্ছে আমাদের সকল ইসলামি দেশগুলোতে এর প্রতিবাদ চাই",0
কত বড় সাহস!ওরা ওদের নিজের বানানো অপবিত্র মূর্তির নিচে কোরআন রাখে! এত বড় সাহস ওরা পায় কিভাবে??? যারা অন্যের ধর্মকে হেয় করে তারা কি একটা বারও ভাবেনা তাদের তথাকথিত ধর্মের শিক্ষাটা ভাল ছিল কিনা? যদি ভালোই হতো তাহলে তো কখনো অন্য ধর্মকে এভাবে অপমান করার সাহস পেতো না। বিবেকে বাধা নিতো।,1
"কোন তদন্ত না করেই কিভাবে একজন উচ্চ পর্যায়ের নেতা এমন বক্তব্য দ্যায়,,,এদেশে ধর্মটা আজ টিস্যু পেপার হয়ে গেছে,,,যে যেমন পারছে সে তার মতো করে ব্যাবহার করছে,,,হতে পারে কোন চক্রান্ত কিন্তু তদন্ত ছাড়াই অতিতের মতো ঢালাও রাজনৈতিক বক্তব্য,,,😔😔😔",0
হাসিনার বিরুদ্ধে কথা বললে তখন কোন স্বাধীন মত প্রকাশ থাকে না.. শুধু আমার নবীর বেলায় স্বাধীন মত প্রকাশ থাকে,0
"রাজশাহী জেলায় 3নাম্বার দামকুড়া ইউনিয়নের জোরপূর্বক একইভাবে নৌকা প্রার্থীকে বিজয়ী করা হয়েছে। আমরা অসহায়, সঠিক বিচার নাই, এই সরকারের পতন চাই।",0
খানকির পোলা আবরারে বিচার দেহা আগে,1
আওয়ামী রাজাকারদের বিচার একদিন হবেই,1
আমার মাজি ভাই,0
"এখানে তো দুই থেকে তিন জন মানুষ আছে,, এই পুলিশদের বিচার বাংলামাটিতে একদিন হবে ,,,",0
"চিহ্নিত করা হয়েছে,তদন্ত কমিটি গঠন করা হবে, এবং সে যেই দলেরই হোক না কেন কোন ছাড় দেওয়া হবে না ইত্যাদি, পরিশেষে বিএনপি ও জামাত জড়িত।",1
তোর সাংঘাতিক এর মারে চুদি নডির বাচ্চা লীগের দালাল নডির পুত,1
সাগর রুনীর মতো হাজারো স্পর্শকাতর ঘটনা গুলোর বিচার আজও হয়নি।তবে নাস্তিকের যায়গা এ বাংলার জমিনে কখনো ই হবে না।,2
লেখক ভাই বিএনপি জড়িতোআছে এটা কেনো বলেন না,1
সবার বক্তব্যই অসাধারণ.... অমায়িক... ধন্যবাদ...,0
যেই হোক তার বিচার চাই হিন্দু হোক বা মুসলিম হোক,0
"দেশে ইউনিয়ন পরিষদ নির্বাচন নিয়ে নরসিংদী সহ দেশের ভিবিন্ন্য স্হানে দাংগাই বহু লোক আহত ও নিহত হয়ছে, এই নিয়ে যমুনা টিভির কোনু রিপোর্ট নেই,,সধু ব্রাহ্মণবাড়িয়া নিয়ো যমুনা টিভির যত মাতা ব্যাতা,,যমুনা টিভি জানে সস্তা জনপ্রিয়তা পেতে হলে ব্রাহ্মণবাড়িয়া কে নিয়ে খারাপ রিপোর্ট তৈরি করলে কম সময়ে ভাইরাল হওয়া যাই,উদ্দেশ্য প্রনিতভাবে সংবাদ পরিবেশন করাই আমরা ব্রাহ্মণবাড়িয়া বাসী যমুনা টিভিকে বয়কট করলাম,বইকট হলুদ টিভি",2
যে দেশের -শিক্ষার্থীরা ই বিশৃংখল সেই দেশে তারা মানুষকে কি শিক্ষা দিবে??,0
"এর বিচার চাই,",0
পাশের দেশের দাদারা কুরবানি নিষিদ্ধ করতে পারে।আর আমার দেশ মুসলিম দেশ হয়েও কোরআন অবমাননার বিচার করতে পারে না। আফসোস্,0
নাস্তিকদের সঠিক বিচার। আলহামদুলিলাহ,1
এরকম অনিয়ম সবাই শরিল আল্লাহ আল্লাহ যেন এদের বিচার করেন,0
হালায় টুপি মাথায় দিয়া গড় গড় করে মিথ্যা কথা কেমনে বলে,1
"ঢাকা কলেজের ছাত্ররা কি পাগল ??একজন কিছু বলল আর অমনি তার পক্ষ নিয়ে মার্কেটে হামলা/ মারামারি করতে গেলো !!এই ঘটনায় ছাত্ররা হামলায় জড়ানোর মতো কোনো কিছুই তো আমি দেখছিনা , সেটাও আবার গভীর রাতে যখন মার্কেটের লোকজন বাসায় চলে গেছে ।",0
ব্যবসাহিক রা আসলে একটু বেশি বাটপার বেশি বাড়াবাড়ি করে,1
এখন বলবে সুষ্ঠু অবাধ সুষ্ঠু নির্বাচন আওয়ামী লীগের জন্মটাই মিথ্যা থেকে,1
তাদের কে কেন হত্যা করা হয়েছিল? 🥺🥺,0
আল্লাহ গজব পড়বে 👐👐,0
এরা সব লাদেনের ভাই,0
জনোগনদের কী বোকাচোদা মোনে করে জে জা বুজাবে তাই বুঝবে। মিথ্যা বলার একটা লিমিট আছে।এমন একটা দিন আসবে যেদিন সত্যি বললেও কেউ বিশ্বাস করবে না।,1
"হিজাব আবিস্কারের ইতিহাস খুবই জঘন্য। মোহাম্মদের বিবিরা উন্মুক্ত স্থানে প্রাতকৃত করতো, একদিন ডাকাত ওমর মোহাম্মদের এক বিবি কে সেই উন্মুক্ত স্থানে প্রাকৃতিক কর্মরত অবস্থায় দেখে ফেলে 🥰🥰🥰এবং মোহাম্মদের কাছে অভিযোগ করে। এরপরই ডাকাত সর্দার মোহাম্মদ হিজাবের প্রথা চালুকরে। মুসলমান মেয়ে/মহিলাদের সামান্যতম আত্মসম্মান থাকলে হিজাব আগুনে পুরিয়ে ফেলতো।",1
যারা মুসলিম নারীদের তাদের অধিকার থেকে বঞ্চিত করছে তাদের বিচার নিশ্চয়ই হবে।,0
প্রশাসনের কাছে একটাই অনুরোধ এটা সঠিক তদন্ত করুক এই ছবিটা প্রথম ছেড়েছে অনলাইনে বা কে লাইভ এসেছে প্রথম তাকে আইনের আওতায় আনা হোক,0
"কেনো পুলিশের সাতে সংঘর্ষ হবে এই পুলিশ কি কাফের,,, রাস্ত দুইটা,, তুমি মুসলিম,,, না কি কাফের,, যারা এই আনন্দলন বাদা দিবে তারা মুসলিম না",1
"পৃথিবীর সব থেকে অবাসযোগ্য মৌলবাদী, সাম্প্রদায়িক ও মানবাধিকার লংঘনকারি রাষ্ট্র ভারতকে বাসযোগ্য ও মানবিক দেশ করার জন্য আশেপাশের প্রতিবেশী দেশগুলোর এগিয়ে আসা দরকার।",1
যদি শিক্ষামন্ত্রী এর উপযুক্ত বিচার ও নিহত পরিবারের সঠিক ক্ষতিপুরণ প্রদান করে তবে আমি আজীবন তার জন্য দোয়া করে যাবো।,0
কাওয়া এটা গুজব কিভাবে বললো?,1
কি ভাই কথা কইতে না পাল্লে এই জাগাত জায়ার কি আছে।,0
"আমাদের দেশ পুনরায় স্বাধীন করতে হবে,,,",0
হায়রে সরকার হায়রে ফেরাউনের বংশ দর সরকার তুর বিচার দুনিয়াতে হবেইনশাআল্লাহ,0
তোরা শিক্ষকদের কেনো লাঞ্চিত করসত? সব দোকান বন্ধ করে দাও,2
"হাহাহা জঙ্গি তাই না,,, আল্লাহ আপনি সঠিক বিচার দাতা,,,,",0
কি লাভ হলো এই আন্দোলন করে .....আওয়ামিলীগ তার নিজের অবস্থানেই রয়েছে সুতরাং এমন আন্দোলনের নামে নিরীহ পরিবারের সন্তানদের মৃত্যুর প্রতিদান কি দিতে পারবেন ? জামায়াত শিবিরের কাছে আমার প্রশ্ন ???পারলেন কি আপনারা আওয়ামিলীগ কে ক্ষমতা থেকে সরাতে ? পারবেনও না,0
দোকানগুলো আগুন লাগিয়ে পুড়িয়ে দেয়া হক।,2
সাংবাদিক ভাই আপনি কি শুধু আওয়ামিলিগ সমপ্রচার করেন । ওই চাকরি করেননা ওই চাকরির বেদনের টাকা দিয়ে আপনার বিবি বাচ্চা খাওয়াবেন।হারাম হবে কিন্তু,1
"মুসলমানদের উপর যখন হামলা করা হয় তখন সাংবাদিক,পুলিশ ভাইয়েরা কই থাকেন😡😡😡😡😡",0
